ranking,nome_jogo,plataforma,ano,genero,editora,NA_vendas,EU_vendas,JP_vendas,outras_vendas,global_vendas,preco,receita_NA,receita_EU,receita_JP,receita_outras,receita_global,anos_desde_lancamento
172,Pokemon Pinball,GB,1999.0,Misc,Nintendo,3.02,1.12,1.01,0.16,5.31,64.16,193.76,71.86,64.8,10.27,340.69,25
173,Assassin's Creed III,X360,2012.0,Action,Ubisoft,3.13,1.71,0.03,0.44,5.3,17.57,54.99,30.04,0.53,7.73,93.12,12
174,Final Fantasy IX,PS,2000.0,Role-Playing,SquareSoft,1.62,0.77,2.78,0.14,5.3,30.51,49.43,23.49,84.82,4.27,161.7,24
175,Final Fantasy X-2,PS2,2003.0,Role-Playing,Electronic Arts,1.92,1.08,2.11,0.17,5.29,13.94,26.76,15.06,29.41,2.37,73.74,21
176,Donkey Kong 64,N64,1999.0,Platform,Nintendo,3.33,0.79,1.09,0.06,5.27,63.23,210.56,49.95,68.92,3.79,333.22,25
177,Assassin's Creed II,X360,2009.0,Action,Ubisoft,3.1,1.56,0.08,0.51,5.27,14.54,45.07,22.68,1.16,7.42,76.63,15
178,Professor Layton and the Curious Village,DS,2007.0,Puzzle,Nintendo,1.22,2.48,1.03,0.52,5.26,37.93,46.27,94.07,39.07,19.72,199.51,17
179,Tomb Raider II,PS,1997.0,Action,Eidos Interactive,2.3,2.46,0.2,0.28,5.24,15.98,36.75,39.31,3.2,4.47,83.74,27
180,Madden NFL 2004,PS2,,Sports,Electronic Arts,4.26,0.26,0.01,0.71,5.23,33.49,142.67,8.71,0.33,23.78,175.15,0
181,Dragon Quest VIII: Journey of the Cursed King,PS2,2004.0,Role-Playing,Square Enix,0.65,0.75,3.61,0.2,5.21,28.72,18.67,21.54,103.68,5.74,149.63,20
182,Diablo III,PC,2012.0,Role-Playing,Activision,2.43,2.15,0.0,0.62,5.2,59.84,145.41,128.66,0.0,37.1,311.17,12
183,Super Mario Bros. 3,GBA,2003.0,Platform,Nintendo,2.93,1.25,0.83,0.2,5.2,57.48,168.42,71.85,47.71,11.5,298.9,21
184,New Super Mario Bros. U,WiiU,2012.0,Platform,Nintendo,2.32,1.3,1.27,0.31,5.19,42.91,99.55,55.78,54.5,13.3,222.7,12
185,Super Mario Land 3: Wario Land,GB,1994.0,Platform,Nintendo,2.49,0.98,1.57,0.15,5.19,43.68,108.76,42.81,68.58,6.55,226.7,30
186,FIFA Soccer 13,X360,2012.0,Action,Electronic Arts,1.08,3.48,0.03,0.58,5.18,29.26,31.6,101.82,0.88,16.97,151.57,12
187,The Legend of Zelda: Phantom Hourglass,DS,2007.0,Action,Nintendo,1.9,1.83,0.95,0.49,5.17,28.84,54.8,52.78,27.4,14.13,149.1,17
188,Donkey Kong Country 2: Diddy's Kong Quest,SNES,1995.0,Platform,Nintendo,2.1,0.74,2.2,0.11,5.15,58.01,121.82,42.93,127.62,6.38,298.75,29
189,Tomodachi Life,3DS,2013.0,Simulation,Nintendo,0.96,2.02,1.89,0.28,5.15,31.03,29.79,62.68,58.65,8.69,159.8,11
190,Mario & Sonic at the Olympic Games,DS,2008.0,Sports,Sega,1.64,2.48,0.44,0.58,5.14,59.99,98.38,148.78,26.4,34.79,308.35,16
191,Medal of Honor: Rising Sun,PS2,2003.0,Shooter,Electronic Arts,1.98,2.23,0.13,0.8,5.13,57.81,114.46,128.92,7.52,46.25,296.57,21
192,Kirby's Dream Land,GB,1992.0,Platform,Nintendo,2.71,0.61,1.7,0.11,5.13,24.23,65.66,14.78,41.19,2.67,124.3,32
193,Fable III,X360,2010.0,Role-Playing,Microsoft Game Studios,3.59,1.11,0.05,0.38,5.13,48.37,173.65,53.69,2.42,18.38,248.14,14
194,Call of Duty: Advanced Warfare,XOne,2014.0,Shooter,Activision,3.21,1.53,0.01,0.38,5.13,14.88,47.76,22.77,0.15,5.65,76.33,10
195,Microsoft Flight Simulator,PC,1996.0,Simulation,Microsoft Game Studios,3.22,1.69,0.0,0.2,5.12,17.7,56.99,29.91,0.0,3.54,90.62,28
196,Guitar Hero II,PS2,2006.0,Misc,RedOctane,3.81,0.63,0.0,0.68,5.12,68.67,261.63,43.26,0.0,46.7,351.59,18
197,Resident Evil 5,PS3,2009.0,Action,Capcom,1.96,1.43,1.08,0.65,5.11,29.61,58.04,42.34,31.98,19.25,151.31,15
198,Grand Theft Auto V,XOne,2014.0,Action,Take-Two Interactive,2.66,2.01,0.0,0.41,5.08,55.5,147.63,111.56,0.0,22.76,281.94,10
199,Grand Theft Auto: Vice City Stories,PSP,2006.0,Action,Take-Two Interactive,1.7,2.02,0.16,1.21,5.08,14.27,24.26,28.83,2.28,17.27,72.49,18
200,FIFA Soccer 11,PS3,2010.0,Sports,Electronic Arts,0.6,3.29,0.06,1.13,5.08,33.23,19.94,109.33,1.99,37.55,168.81,14
201,Super Mario Bros.,GB,1999.0,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,29.66,100.84,38.56,4.45,6.53,150.38,25
202,Resident Evil,PS,1996.0,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,10.8,22.14,12.53,11.99,7.88,54.54,28
203,Tony Hawk's Pro Skater,PS,1999.0,Sports,Activision,3.42,1.38,0.02,0.2,5.02,30.13,103.04,41.58,0.6,6.03,151.25,25
204,Super Smash Bros. for Wii U and 3DS,WiiU,2014.0,Fighting,Nintendo,2.59,1.06,0.8,0.57,5.02,34.83,90.21,36.92,27.86,19.85,174.85,10
205,Warzone 2100,PS,1999.0,Strategy,Eidos Interactive,2.79,1.89,0.0,0.33,5.01,45.04,125.66,85.13,0.0,14.86,225.65,25
206,Spyro the Dragon,PS,1998.0,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5.0,37.53,126.1,51.04,2.63,7.88,187.65,26
207,Link's Crossbow Training,Wii,2007.0,Shooter,Nintendo,3.06,1.18,0.29,0.46,5.0,38.43,117.6,45.35,11.14,17.68,192.15,17
208,Guitar Hero III: Legends of Rock,PS2,2007.0,Misc,Activision,3.49,0.01,0.01,1.48,4.98,47.59,166.09,0.48,0.48,70.43,237.0,17
209,Fallout 3,X360,2008.0,Role-Playing,Bethesda Softworks,3.39,1.03,0.09,0.44,4.96,55.63,188.59,57.3,5.01,24.48,275.92,16
210,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,DS,2007.0,Role-Playing,Nintendo,1.85,1.2,1.54,0.37,4.96,31.38,58.05,37.66,48.33,11.61,155.64,17
211,Uncharted: Drake's Fortune,PS3,2007.0,Action,Sony Computer Entertainment,2.31,1.73,0.12,0.78,4.94,67.01,154.79,115.93,8.04,52.27,331.03,17
212,Madden NFL 06,PS2,2005.0,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,52.65,209.55,13.69,0.53,34.75,258.51,19
213,LEGO Star Wars: The Complete Saga,DS,2007.0,Action,LucasArts,2.89,1.54,0.0,0.46,4.9,42.74,123.52,65.82,0.0,19.66,209.43,17
214,Diddy Kong Racing,N64,1997.0,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,32.22,93.76,31.9,28.68,3.22,157.23,27
215,Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0.0,0.0,4.87,0.0,4.87,55.23,0.0,0.0,268.97,0.0,268.97,14
216,Dr. Mario,NES,1990.0,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,52.22,136.82,31.33,79.37,5.22,253.27,34
217,God of War III,PS3,2010.0,Action,Sony Computer Entertainment,2.74,1.36,0.12,0.63,4.84,49.34,135.19,67.1,5.92,31.08,238.81,14
218,StarCraft II: Wings of Liberty,PC,2010.0,Strategy,Activision,2.56,1.68,0.0,0.59,4.83,10.9,27.9,18.31,0.0,6.43,52.65,14
219,Assassin's Creed,PS3,2007.0,Adventure,Ubisoft,1.91,2.0,0.09,0.83,4.83,62.36,119.11,124.72,5.61,51.76,301.2,17
220,FIFA 15,PS3,2014.0,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82,59.22,33.76,185.95,2.37,63.37,285.44,10
221,Crash Team Racing,PS,1999.0,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,15.59,40.07,24.48,6.86,3.27,74.68,25
222,FIFA 17,PS4,2016.0,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77,43.02,12.05,161.33,2.58,29.68,205.21,8
223,Batman: Arkham City,X360,2011.0,Action,Warner Bros. Interactive Entertainment,2.99,1.31,0.04,0.41,4.76,17.51,52.35,22.94,0.7,7.18,83.35,13
224,Driver 2,PS,2000.0,Action,Atari,2.36,2.1,0.02,0.25,4.73,41.72,98.46,87.61,0.83,10.43,197.34,24
225,The Simpsons: Hit & Run,PS2,2003.0,Racing,Vivendi Games,1.73,2.19,0.0,0.79,4.7,24.74,42.8,54.18,0.0,19.54,116.28,21
226,Tony Hawk's Pro Skater 2,PS,2000.0,Sports,Activision,3.05,1.41,0.02,0.2,4.68,47.09,143.62,66.4,0.94,9.42,220.38,24
227,Animal Crossing: City Folk,Wii,2008.0,Simulation,Nintendo,1.87,1.12,1.32,0.37,4.68,29.62,55.39,33.17,39.1,10.96,138.62,16
228,The Lord of the Rings: The Two Towers,PS2,2002.0,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,20.18,39.15,39.35,1.61,14.13,94.24,22
229,Forza Motorsport 4,X360,2011.0,Racing,Microsoft Game Studios,2.08,2.04,0.06,0.47,4.64,40.67,84.59,82.97,2.44,19.11,188.71,13
230,Tomb Raider,PS,1996.0,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,10.25,23.47,20.19,1.33,2.46,47.46,28
231,Guitar Hero III: Legends of Rock,Wii,2007.0,Misc,Activision,3.06,1.12,0.0,0.44,4.62,65.51,200.46,73.37,0.0,28.82,302.66,17
232,The Legend of Zelda: A Link to the Past,SNES,1991.0,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,29.63,71.7,26.96,34.07,3.85,136.59,33
233,The Legend of Zelda: The Wind Waker,GC,2002.0,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,13.35,34.71,13.22,11.88,1.74,61.41,22
234,Mario & Sonic at the Olympic Winter Games,Wii,2009.0,Sports,Sega,1.89,1.99,0.22,0.48,4.58,26.3,49.71,52.34,5.79,12.62,120.45,15
235,Luigi's Mansion: Dark Moon,3DS,2013.0,Action,Nintendo,1.78,1.39,1.1,0.3,4.58,59.08,105.16,82.12,64.99,17.72,270.59,11
236,Splatoon,WiiU,2015.0,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57,38.29,59.35,44.03,55.14,16.46,174.99,9
237,The Last of Us,PS4,2014.0,Action,Sony Computer Entertainment,1.78,1.87,0.07,0.82,4.55,52.58,93.59,98.32,3.68,43.12,239.24,10
238,Guitar Hero III: Legends of Rock,X360,2007.0,Misc,Activision,3.19,0.92,0.01,0.42,4.53,31.22,99.59,28.72,0.31,13.11,141.43,17
239,Madden NFL 2005,PS2,2004.0,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,16.97,70.93,4.41,0.17,1.36,76.87,20
240,Pitfall!,2600,1981.0,Platform,Activision,4.21,0.24,0.0,0.05,4.5,13.27,55.87,3.18,0.0,0.66,59.72,43
241,Madden NFL 07,PS2,2006.0,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,40.25,146.11,9.66,0.4,24.55,180.72,18
242,Spider-Man: The Movie,PS2,2002.0,Action,Activision,2.71,1.51,0.03,0.23,4.48,40.73,110.38,61.5,1.22,9.37,182.47,22
243,Dragon Quest VII: Warriors of Eden,PS,2000.0,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,32.46,6.49,4.54,133.09,0.65,145.1,24
244,Uncharted: The Nathan Drake Collection,PS4,2015.0,Action,Sony Computer Entertainment,1.96,1.69,0.08,0.74,4.47,31.93,62.58,53.96,2.55,23.63,142.73,9
245,Call of Duty: Advanced Warfare,PS3,2014.0,Shooter,Activision,1.54,1.94,0.19,0.77,4.45,65.39,100.7,126.86,12.42,50.35,290.99,10
246,God of War,PS2,2005.0,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,57.98,157.13,74.79,1.16,24.93,258.01,19
247,Nintendo Land,WiiU,2012.0,Misc,Nintendo,2.55,1.11,0.46,0.33,4.44,15.72,40.09,17.45,7.23,5.19,69.8,12
248,Michael Jackson: The Experience,Wii,2010.0,Misc,Ubisoft,2.67,1.35,0.01,0.39,4.42,19.42,51.85,26.22,0.19,7.57,85.84,14
249,Tony Hawk's Pro Skater 3,PS2,2001.0,Sports,Activision,2.66,1.29,0.01,0.46,4.41,58.31,155.1,75.22,0.58,26.82,257.15,23
250,Winning Eleven: Pro Evolution Soccer 2007,PS2,2006.0,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,35.74,3.57,85.42,37.53,30.74,156.9,18
251,The Elder Scrolls IV: Oblivion,X360,2006.0,Role-Playing,Take-Two Interactive,2.82,1.05,0.13,0.4,4.39,55.91,157.67,58.71,7.27,22.36,245.44,18
252,Zelda II: The Adventure of Link,NES,1987.0,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,44.05,96.47,22.02,70.92,3.52,192.94,37
253,Need for Speed: Most Wanted,PS2,2005.0,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,36.95,75.01,66.14,2.96,17.37,161.47,19
254,Resistance: Fall of Man,PS3,2006.0,Shooter,Sony Computer Entertainment,1.73,1.73,0.14,0.75,4.35,33.89,58.63,58.63,4.74,25.42,147.42,18
255,Sonic the Hedgehog,GEN,1991.0,Platform,Sega,3.03,0.91,0.26,0.13,4.34,66.33,200.98,60.36,17.25,8.62,287.87,33
256,Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,44.86,98.69,26.02,61.91,7.63,194.24,19
257,FIFA 14,X360,2013.0,Sports,Electronic Arts,0.92,2.93,0.01,0.46,4.31,54.57,50.2,159.89,0.55,25.1,235.2,11
258,Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,2.75,1.18,0.0,0.37,4.31,64.33,176.91,75.91,0.0,23.8,277.26,10
259,Asteroids,2600,1980.0,Shooter,Atari,4.0,0.26,0.0,0.05,4.31,40.13,160.52,10.43,0.0,2.01,172.96,44
260,Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,2.51,1.27,0.11,0.41,4.31,56.91,142.84,72.28,6.26,23.33,245.28,16
261,Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26,66.38,175.24,79.66,1.99,25.89,282.78,9
262,Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,54.01,113.96,59.95,38.89,16.2,229.54,11
263,Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,43.69,97.43,58.54,3.06,26.65,185.68,15
264,Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,57.54,81.13,116.23,5.75,41.43,243.97,13
265,Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,59.98,179.94,66.58,3.0,4.2,254.32,23
266,Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,41.8,61.03,0.0,34.69,80.67,176.81,20
267,Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,41.88,102.61,42.72,0.0,31.41,176.73,18
268,Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,20.16,34.27,45.76,0.0,4.64,84.87,29
269,The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,10.54,21.4,13.39,6.53,3.16,44.37,13
270,FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,27.1,21.14,69.1,1.08,22.76,114.09,19
271,EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,60.07,52.86,138.16,12.01,49.86,252.29,21
272,Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,14.03,18.24,29.04,2.53,9.12,58.93,8
273,Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,52.86,67.66,96.73,30.13,28.02,222.01,17
274,Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,16.46,37.04,24.2,0.66,7.08,68.97,13
275,Street Fighter IV,PS3,2009.0,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,24.07,48.62,25.51,13.96,12.76,100.85,15
276,FIFA 12,X360,2011.0,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,54.64,45.9,152.45,1.09,28.96,228.94,13
277,Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17,34.6,116.95,15.22,10.73,1.38,144.28,35
278,Excitebike,NES,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,51.67,105.41,24.8,81.12,3.62,214.95,40
279,Frogger,PS,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,58.03,219.93,15.67,0.0,6.38,241.4,27
280,Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,40.36,135.61,8.48,0.4,22.6,167.09,22
281,Watch Dogs,PS4,2014.0,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,66.8,93.52,124.25,7.35,51.44,276.55,10
282,Half-Life,PC,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,32.3,130.17,0.0,2.91,0.0,133.08,27
283,Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,41.78,68.94,25.49,73.53,3.76,172.13,29
284,FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,59.79,42.45,148.28,1.79,53.21,245.74,18
285,The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,43.65,93.41,52.38,16.15,17.46,178.96,13
286,Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,39.35,55.88,20.07,82.64,2.75,161.33,32
287,Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,49.67,105.8,74.5,2.48,20.86,203.65,17
288,Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,21.56,52.82,27.17,0.22,7.98,88.18,9
289,World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,66.77,171.6,101.49,0.0,0.0,273.09,17
290,Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,13.97,37.02,14.81,0.56,4.61,57.0,14
291,God of War II,PS2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,39.97,92.73,1.6,1.6,66.75,162.68,17
292,Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,31.11,73.11,39.82,0.93,12.76,126.31,17
293,World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,64.84,7.78,146.54,58.36,49.93,263.25,19
294,Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,14.92,34.02,23.13,2.39,0.9,60.43,28
295,Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,36.29,60.97,54.8,18.51,12.7,146.97,24
296,Far Cry 4,PS4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,44.76,50.13,94.89,4.48,30.88,180.38,10
297,Star Fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,53.83,149.65,31.22,34.45,2.15,216.93,27
298,Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,19.67,27.14,36.78,2.36,12.79,79.07,10
299,Golf,NES,1984.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,60.99,74.41,17.08,150.04,2.44,244.57,40
300,Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,64.99,139.73,77.99,4.55,38.34,260.61,16
301,Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,34.09,31.36,60.68,31.36,12.61,136.36,17
302,Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,59.85,159.8,53.27,2.99,22.14,238.8,15
303,Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,30.49,63.42,41.16,0.0,16.46,121.35,19
304,EA Sports Active,Wii,2009.0,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,65.58,137.72,89.19,3.93,26.23,257.07,15
305,Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,55.02,64.92,107.84,4.4,38.51,215.68,10
306,Donkey Kong Land,GB,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,47.93,94.42,36.43,51.29,5.27,187.41,30
307,Tony Hawk's Underground,PS2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9,48.65,111.41,56.92,0.49,20.43,189.74,21
308,Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,13.52,17.98,23.12,1.76,9.87,52.59,11
309,Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,25.63,17.17,12.56,67.15,2.82,99.7,10
310,MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,55.3,84.61,89.03,3.32,37.05,214.56,18
311,The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,33.58,38.62,70.18,0.0,21.49,130.29,13
312,Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,15.8,14.69,30.65,4.9,11.06,61.15,19
313,Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,44.47,4.45,0.0,167.65,0.0,172.1,36
314,Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,67.95,144.05,77.46,6.8,34.65,262.97,14
315,NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,28.26,70.08,18.37,0.85,19.5,108.8,9
316,World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,42.74,6.84,80.78,47.87,29.06,164.55,20
317,Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,42.74,37.18,67.1,44.88,14.96,164.12,17
318,Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,53.65,113.74,77.26,11.8,3.22,206.02,29
319,The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,50.45,111.49,48.43,27.24,6.56,193.22,32
320,Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,67.54,152.64,32.42,54.71,18.24,258.68,15
321,Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,30.13,31.94,58.15,12.35,12.96,115.1,17
322,Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,50.46,72.66,69.13,36.84,13.62,192.25,13
323,Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,34.06,50.75,53.81,3.41,20.78,129.09,9
324,Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,1.14,1.91,0.27,0.46,3.78,16.82,19.17,32.13,4.54,7.74,63.58,13
325,LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,2.4,1.03,0.0,0.36,3.78,42.18,101.23,43.45,0.0,15.18,159.44,16
326,Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,37.67,68.56,46.71,17.7,9.42,142.02,28
327,Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,45.53,63.74,63.74,4.55,39.61,171.65,17
328,Just Dance 2014,Wii,2013.0,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,51.09,101.16,75.1,0.0,16.35,192.1,11
329,The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,62.82,127.52,98.0,0.0,10.68,236.2,22
330,Super Paper Mario,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,15.54,30.77,13.68,9.17,4.97,58.43,17
331,Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,62.89,86.16,125.78,8.8,13.84,234.58,23
332,The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,30.35,29.14,60.7,6.37,17.0,113.21,9
333,Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,24.75,32.18,19.06,38.12,2.72,92.07,25
334,Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,42.05,81.16,66.44,0.0,7.99,156.01,24
335,FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,68.66,39.82,170.28,2.75,40.51,254.04,20
336,Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,49.31,73.47,36.0,68.05,4.93,182.45,26
337,Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,48.02,62.43,72.51,12.97,29.29,177.19,11
338,MySims,DS,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,61.14,97.21,98.44,4.89,25.07,225.61,17
339,Friend Collection,DS,2009.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,31.31,0.0,0.0,114.91,0.0,114.91,15
340,Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67,36.78,78.34,43.4,0.37,12.87,134.98,22
341,Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,50.2,82.83,61.24,0.0,39.66,183.73,19
342,Banjo-Kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,36.93,69.06,41.73,20.31,3.69,134.79,26
